,Unnamed: 0,Company,Experience,JobTitle,salary_avg,Salary,Summary,monthly,,salary_max,salary_min,City,State,Lightning,LWC,Triggers,Test_Classes,JavaScript,Testing,Client,Configuration,Business,lightning,apex,development,Business_Interaction,Functional,Lead_team
213,213,Globex Digital Solutions,8,Salesforce Developer,1510000,"₹7,00,000 - ₹15,00,000 a year","Hiring for Apttus CPQ Developer. Minimum work experience:7-15 Years. Notice Period : Immediate- 30 Days. Experience in Apex development, Visualforce, Angular JS…",0,,2145000,875000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,214,Options India,8,Salesforce Developer,2645500,"₹12,00,000 - ₹25,00,000 a year","Q3. How many years of experience do you have in hands-on salesforce development? Communicate with project managers, clients, and other developers to design…",0,,3575000,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,216,HIREXA Solutions,8,Salesforce Developer,2059200,"₹1,00,000 - ₹1,40,000 a month",Fully remote work (40 hours/Week) - 6 months contract. Work timings (UK shift) : 1 pm to 9 pm IST. Experience : 4 to 7 years relevant.,1,,2402400,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Openings in Salesforce Service Cloud. : Role : Application Lead Role Description : Lead the effort to design, build and configure…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
218,218,Trikut info services pvt ltd,8,Salesforce Developer,1647012.665,"₹5,30,425 - ₹18,39,856 a year",Salesforce B2C developer certificate is a must and B2C architect certificate along with other Salesforce cloud certifications is a plus.,0,,2630994.08,663031.25,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,KBS Technologies,5,Salesforce Developer,1404600,"₹50,000 - ₹1,20,000 a month",Hi We have Requirement for Vlocity Development Engineer role. Pls find the details below: *. Vlocity Development experience – 3 years.,1,,2059200,750000,Remote,Remote,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
220,220,CONNECTING 2 WORK,5,Salesforce Developer,1147200,"₹50,000 - ₹90,000 a month",We are looking for a talented Salesforce Developer to design world-class Salesforce applications for our evolving CRM requirements.,1,,1544400,750000,Remote, Kerala,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
221,221,Joulestowatts business solutions,5,Salesforce Developer,775000,"₹6,00,000 - ₹8,00,000 a year","After successful completion of the training, you will be assisted to complete the developer certification. Type: Full time hiring with PFS.",0,,800000,750000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,Millipixels Interactive LLP,5,Salesforce Developer,1136400,"₹60,000 - ₹80,000 a month","From some of the world’s largest companies to startups with that twinkle in the eye, we work with our clients to design, develop and deliver their next…",1,,1372800,900000,Remote,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,A Technologies,2,Salesforce Developer,400000,"₹3,00,000 - ₹5,00,000 a year","Proficiency with Java web development / web frameworks. Proficiency with fundamental front-end languages and framework such as HTML, CSS and JavaScript.",0,,500000,300000,Hyderabad, Hyderabad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,224,Opasa Software Services India pvt. Ltd,10,Salesforce Technical Architect,2860000,"₹20,00,000 a year","Collaborating with project teams consisting of Scrum Masters, business analysts, developers and testers to ensure that specified solutions are understood and to…",0,,2860000,2860000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
225,225,CloudRedux Consultancy Services,5,Salesforce Developer,1268750,"₹6,00,000 - ₹12,50,000 a year",The candidate should have at least 4+ years on Salesforce.com and web service development. The successful candidate must have hands-on implementation experience…,0,,1787500,750000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
226,226,ICS Consultancy Services,8,Salesforce Developer,2502500,"₹10,00,000 - ₹25,00,000 a year","Must have Skills : Salesforce Lightning Good to Have Skills : Salesforce Integration, Apex Programming Language, Agile Team Practices Job Requirements : Key…",0,,3575000,1430000,Pune, Maharashtra,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
227,227,Pudding,2,Salesforce Developer,500000,"₹5,00,000 a year",We are looking for a Salesforce developer who understands the complete Salesforce ecosystem and passionate about building solutions in the platform.,0,,500000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,Conscious Foundation,5,Salesforce Developer,1108000,"₹5,00,000 - ₹12,00,000 a year","1 to 7 years exp. 1 to 7 years exp. Should have good academic record. Salary: ₹500,000.00 to ₹1,200,000.00 /year.",0,,1716000,500000,Gurgaon, Rajasthan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,DynPro India Private Limited,5,Salesforce Developer,550000,"₹3,00,000 - ₹8,00,000 a year",Roles and Responsibilities Salesforce developer Desired Candidate Profile Perks and Benefits 3.00-8.00…,0,,800000,300000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,Career Carnival LLP,8,Salesforce Developer,1991700,"₹7,50,000 - ₹21,30,000 a year",">9 years of experience as a Salesforce CRM developer. Hands-on experience in Salesforce DX, Source driven development and deployment though CI tools (SFDX,…",0,,3045900,937500,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,231,Serendipity Corporate Services,8,Salesforce Developer,2860000,"₹20,00,000 a year","We have vacancies for Pune , Hyderabad , Bangalore and Chennai location, details are as follows. Skill required - Aura , lightning , lwc.",0,,2860000,2860000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,Joulestowatts business solutions,5,Salesforce Developer,1165778.01,"₹3,20,098 - ₹14,06,614 a year",IN THIS POSITION YOU WILL*. Collaborate with creative and user experience teams to bring unique and engaging interfaces to life. Expected Start Date: 10/2/2021.,0,,2011458.02,320098,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,QR Solutions,5,Salesforce Developer,1115000,"₹8,00,000 - ₹10,00,000 a year",Role *Senior Salesforce.com Developer / Consultant / Practice Lead. Own the overall technical design and development for multiple projects.,0,,1430000,800000,Chennai, Tamil Nadu,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
234,234,RevClerx Pvt Ltd,5,Salesforce Developer,525000,"₹3,00,000 - ₹6,00,000 a year","Should have Salesforce.com experience in Sales, Service cloud on Apex, VF development, Development in Lightning. Minimum 6 months of Lightning Exp required.",0,,750000,300000,Gurgaon, Punjab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,235,corporate1,8,Salesforce Developer,2288000,"₹16,00,000 a year",A very very reputed and progressive software company in Bangalore conducting a recruitment drive in Kochi for immediate Job offers.,0,,2288000,2288000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,Techstar Software Development India Pvt. Ltd.,8,Salesforce Developer,1694605.215,"₹5,53,154 - ₹18,86,551 a year","Thorough understanding of salesforce development. Strong in integration of salesforce with other legacy systems. 4 Locations in US, 3 Locations in India.",0,,2697767.93,691442.5,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,237,ANI Calls India Private Limited,8,Salesforce Developer,2002000,"₹12,00,000 - ₹16,00,000 a year","Transform business requirements into technical specifications. Design and develop data using IBM Data Stage to acquire, transform, and publish data sets for a…",0,,2288000,1716000,Hyderabad, Telangana,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
238,238,HiretechSource,8,Salesforce Developer,1859000,"₹10,00,000 - ₹16,00,000 a year",We are looking for the Web-methods Developer in Chennai. Designation / Position: Web-methods Developer. About the Company : We Build Solutions to Accelerate…,0,,2288000,1430000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,Rainbow Jobs & Hr Service,8,Salesforce Developer,3932500,"₹25,00,000 - ₹30,00,000 a year","Provide Salesforce technical leadership for team of developers, admins and analysts. We are hiring SFDC developers with a minimum of 8 years of experience in…",0,,4290000,3575000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,240,Recruiters Choice,8,Salesforce Developer,2538250,"₹13,00,000 - ₹22,50,000 a year","Candidate with Apex, Visual force development and Integration must. Salary 13 Lac To 22 Lac 50 Thousand P.A. Address 431, Jharkhandi Road, Shahdara, Delhi.",0,,3217500,1859000,Gurgaon, Haryana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,241,Angel & Genie,8,Salesforce Developer,2502500,"₹16,00,000 - ₹19,00,000 a year",A Developer should be hands-on on Salesforce coding skill and well versed with custom and integration development having Salesforce experience 2-6 years.,0,,2717000,2288000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
242,242,AMS Human Resources Pvt. Ltd.,5,Salesforce Developer,800000,"₹8,00,000 a year",Duties and Responsibilities: We are looking for an experienced Salesforce Senior Developer for. Salesforce Custom Applications Development with hands-on…,0,,800000,800000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
243,243,ANI Calls India Private Limited,10,Salesforce Technical Architect,1644500,"₹9,00,000 - ₹14,00,000 a year","8 years + experience with Salesforce. 5 years + experience of working with deployment teams, using Agile development techniques.",0,,2002000,1287000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,244,Freelancer K V Anila,8,Salesforce Developer,2002000,"₹12,00,000 - ₹16,00,000 a year","Participate in analysis and design of user interfaces and provides solutions and alternatives. Collaborate with business, design, development, and quality…",0,,2288000,1716000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
245,245,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Jobs in Salesforce Lightning. : Role : Application Lead Role Description : Lead the effort to design, build and configure…",0,,3575000,1430000,Hyderabad, Telangana,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
246,246,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,247,ANI Calls India Private Limited,8,Salesforce Developer,2145000,"₹12,00,000 - ₹18,00,000 a year",Data modeling in Einstein Analytics with the Understanding of Salesforce objects and relationships. Custom Report and Dashboard Development using Einstein.,0,,2574000,1716000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,248,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year",At least 8+ yrs of Experience in Salesforce (SFDC) CRM with end to end implementation experience. At least 2+ yrs of Experience in designing and developing…,0,,2288000,1287000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,Tekeinstein Software Solution,5,Salesforce Developer,1311889.77,"₹4,74,521 - ₹15,02,978 a year",Graduate in IT / Computer Science. 8 Plus years of experience in Salesforce commerce cloud/Demandware. Collaborate with product management and operations to…,0,,2149258.54,474521,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,ANI Calls India Private Limited,8,Salesforce Developer,2145000,"₹12,00,000 - ₹18,00,000 a year",Data modeling in Einstein Analytics with the Understanding of Salesforce objects and relationships. Custom Report and Dashboard Development using Einstein.,0,,2574000,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,251,ICS Consultancy Services,8,Salesforce Business Analyst,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Opportunity in Salesforce Testing. : Role : Application Developer Role Description : Design, build and configure applications to…",0,,3575000,1430000,Pune, Maharashtra,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
252,252,Webner Solutions Pvt. Ltd.,8,Salesforce Technical/Proect Manager,1401000,"₹8,00,000 - ₹14,00,000 a year","We are looking for a Technical Project Manager who will oversee multiple projects and guide the development teams working on Web apps in PHP, C# .",0,,2002000,800000,Gurgaon, Punjab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,254,ICS Consultancy Services,8,Salesforce Developer,2502500,"₹10,00,000 - ₹25,00,000 a year",Roles and responsibilities for Job Opening for Salesforce CPQ. : Role : Application Designer Role Description : Assist in defining requirements and designing…,0,,3575000,1430000,Delhi,India,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
255,255,Anya Consultancy Services,5,Salesforce Developer,1115000,"₹8,00,000 - ₹10,00,000 a year","Experience in Working with WebMethods platforms including developer designer Integration Server, broker Server, UM, Trading Networks, MWS, Active Transfer…",0,,1430000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,Conga,8,Salesforce Developer,3575000,"₹25,00,000 a year","We want to hire unbelievably bright developers, who are a joy to work with, love to work with others, solve problems, listen well, and lead as appropriate.",0,,3575000,3575000,Pune, Maharashtra,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
258,258,ANI Calls India Private Limited,8,Salesforce Developer,1644500,"₹9,00,000 - ₹14,00,000 a year",Understands all aspects of Salesforce configuration and technical/functional capabilities. Prepare documentation covering design and code.,0,,2002000,1287000,Bengaluru, Karnataka,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
259,259,Achyutas Soft Private Limited,8,Salesforce Developer,2159300,"₹10,10,000 - ₹20,10,000 a year",". Good hands-on experience in salesforce coding (triggers, batch apex). Service Cloud – Optional but nice to have. . VF pages and Lightning components.",0,,2874300,1444300,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,ANI Calls India Private Limited,8,Salesforce Developer,2002000,"₹12,00,000 - ₹16,00,000 a year","Transform business requirements into technical specifications. Design and develop data using IBM Data Stage to acquire, transform, and publish data sets for a…",0,,2288000,1716000,Noida, Uttar Pradesh,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
261,261,Razor sharp HR and Consulting Private Limited,5,Salesforce Developer,1438500,"₹7,00,000 - ₹14,00,000 a year",Qualification: BE/B.Tech/MCA/M.Sc/M. Tech from a reputed university. Experience: 2-3 YEARS experience with Java Web Application Development Out of which 1-2…,0,,2002000,875000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
262,262,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Must have Skills : Salesforce CPQ Products Good to Have Skills : Service Cloud, Salesforce, Cloud Service Catalog Job Requirements : 1: Responsibilities a: Need…",0,,3575000,1430000,Delhi,India,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
263,263,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Immediate openings for Salesforce Technical Architecture. : Role : Application Developer Role Description : Design, build and…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year",Roles and responsibilities for Job Opening for Salesforce Einstein Analytics. : Role : Role Description : Must Have Skills : Salesforce Einstein Analytics Good…,0,,3575000,1430000,Delhi,India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,Kaizen SRA Technologies Private Limited,8,Salesforce Developer,1544000,"₹8,00,000 - ₹16,00,000 a year",Please share your resume and details on fitment: ONLY LOCAL CANDIDATES NEED TO APPLY. 4 + years of experience in Salesforce.com platform.,0,,2288000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,Talent Zone Consultants,8,Salesforce Developer,1501500,"₹9,00,000 - ₹12,00,000 a year","Should work independently on assigned tasks, be responsible for writing the specification on Technical Solution document and help developers in completing the…",0,,1716000,1287000,Remote, Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Salesforce Integration Jobs in Mumbai. : Role : Application Developer Role Description : Design, build and configure applications…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
268,268,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Job Opening for Dell Boomi. : Role : Application Developer Role Description : Design, build and configure applications to meet…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
269,269,Perk Data Systems,5,Salesforce Administrator,587500,"₹3,00,000 - ₹7,00,000 a year","Education: UG - Any Graduate - Any Specialization, Graduation Not Required PG -. Any PG Course - Any Specialization, Post Graduation Not Required.",0,,875000,300000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,Six Sigma,5,Salesforce Developer,900000,"₹60,000 a month",Job Level Executive - Non-Managerial. Job Description Salesforce Lightning web component Aura. Experience - Minimum No.Of Years 3.0.,1,,900000,900000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,DreamWorks Technology & Business Solutions,5,Salesforce Developer,525000,"₹25,000 - ₹50,000 a month","Experience as a full-stack developer or similar role. Experience developing desktop and mobile applications. Knowledge of back-end languages (Java, PHP, Python,…",1,,750000,300000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,EF Information Systems Pvt. Ltd.,2,Salesforce Business Analyst,500000,"₹5,00,000 a year","Must be able to effectively work with other developers, architects, and Product owners. Synopsis: *Are you passionate about improving the quality of software…",0,,500000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,CyntraLabs,10,Salesforce Technical Architect,1573000,"₹10,00,000 - ₹12,00,000 a year","Experience with Dell Boomi, Integrating with SAP, Salesforce preferred. Should be proficient in Boomi Connector Web service, SFTP, database, http, sfdc etc.",0,,1716000,1430000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,Perficient India Private Limited,5,Salesforce Developer,1079500,"₹3,00,000 - ₹13,00,000 a year",Must have experience in resume: Extensive experience developing Lightning Components using both LWC and Aura framework.,0,,1859000,300000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,Lorem Figulas,2,Salesforce Developer,600000,"₹5,000 a month","As the Salesforce Community Developer, you will be responsible for the technical design, code development, and unit/performance testing of Salesforce Commerce…",1,,60000,60000,Gurgaon, Delhi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,276,ANI Calls India Private Limited,8,Salesforce Developer,1644500,"₹9,00,000 - ₹14,00,000 a year","8 years + experience with Salesforce. 5 years + experience of working with deployment teams, using Agile development techniques.",0,,2002000,1287000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,277,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,278,HR Consulting,5,Salesforce Developer,1156689.765,"₹3,14,996 - ₹13,97,471 a year",How to fetch data from 3rd party tool (SharePoint/ salesforce). Looking for Strong AEM developers along with Java who can do the whole development as individual…,0,,1998383.53,314996,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,279,ANI Calls India Private Limited,8,Salesforce Developer,1544000,"₹8,00,000 - ₹16,00,000 a year","ECommerce technology: Hybris, WCS, ATG, etc.",0,,2288000,800000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,HR Devi and Associates,8,Salesforce Developer,1644500,"₹11,00,000 - ₹12,00,000 a year","Sfdc Developer( Certification 201, And Platform Developer Is Must). It is India’s (and arguably Asia’s) largest crowdfunding platform for personal and social…",0,,1716000,1573000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,282,smartData Enterprises (I) Ltd,5,Salesforce Developer,840600,"₹40,000 - ₹70,000 a month","Experience is any CPQ tool or any other salesforce supported tool will be added advantage. Responsible for Configuration, Deployments, Development & Support of…",1,,1201200,480000,Pune, Maharashtra,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
283,283,Artifex Technologies Pvt Ltd,8,Salesforce Developer,2145000,"₹10,00,000 - ₹20,00,000 a year",Artifex HR is a consulting firm based in Chennai and we are currently hiring candidates for a leading U.S. healthcare company. Salesforce Developer (4-7 years).,0,,2860000,1430000,Chennai, Tamil Nadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,284,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Must have Skills : Salesforce Technical Architecture Good to Have Skills : Salesforce Lightning, Sales Cloud Job Requirements : Job Requirements:…",0,,3575000,1430000,Hyderabad, Telangana,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
285,285,Client of Sapwood Ventures,8,Salesforce Developer,2288000,"₹16,00,000 a year","Data weave & Batch Processing. Exceptional handlings -On error. Connectors - DB connector, SFTP, MQ & etc. Excellent Communication & Client Facing Skills.",0,,2288000,2288000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,ANI Calls India Private Limited,8,Salesforce Developer,1644500,"₹9,00,000 - ₹14,00,000 a year","8 years + experience with Salesforce. 5 years + experience of working with deployment teams, using Agile development techniques.",0,,2002000,1287000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,287,ThoughtGreen Technologies Pvt Ltd,5,Salesforce Developer,615000,"₹40,000 - ₹50,000 a month","Min 3 years experience in salesforce development. Demonstrates a strong understanding of current CRM best practices, trends and technical background on…",1,,750000,480000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,289,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"₹10,00,000 - ₹25,00,000 a year","Roles and responsibilities for Urgent Requirement Salesforce Technical Architecture. : Role : Application Developer Role Description : Design, build and…",0,,3575000,1430000,Mumbai, Maharashtra,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
290,290,Serendipity Corporate Services,8,Salesforce Developer,1887600,"₹1,00,000 - ₹1,20,000 a month","6 plus years hand on experience with Salesforce, 3 plus year on salesforce CPQ, At least 2 CPQ new implementation experience.",1,,2059200,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,MERINO INDUSTRIES LIMITED,5,Salesforce Business Analyst,615000,"₹40,000 - ₹50,000 a month",Liaising with developers and clients – act as a point of communication. PLEASE NOTE THIS ROLE IS CONTRACT TO HIRE - 1 YEAR - MUMBAI LOCATION - BKC*.,1,,750000,480000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,Shri Krishna Placement,8,Salesforce Developer,1544400,"₹90,000 a month",SALES FORCE DEVELOPER jobs in Vadodara. Job Description : • Strong Salesforce configuration and customization experience with an emphasis on the latest…,1,,1544400,1544400,Ahmedabad, Gujarat,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
294,294,Quess Corp Limited,7,Salesforce Technical Architect,1322500,"₹5,00,000 - ₹15,00,000 a year","Collaborates with application developers, designers, and architects to ensure a shared understanding of the business model and the detailed function…",0,,2145000,500000,Hyderabad, Telangana,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
295,295,10xBiz,2,Salesforce Developer,305000,"₹2,50,000 - ₹3,60,000 a year","We are looking for talented Fresher / Entry Level candidates who are interested in starting their career in Zoho, Saleforce and other CRM as a developer and who…",0,,360000,250000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,297,Corpusvision Technology Pvt Ltd,7,Salesforce Technical Architect,1043500,"₹8,00,000 - ₹9,00,000 a year","The SFDC Technical Architect plays a critical role within Vlocity Services, serving as a strategic. Advisor and Salesforce product and platform expert to the…",0,,1287000,800000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,298,ANI Calls India Private Limited,10,Salesforce Technical Architect,2145000,"₹12,00,000 - ₹18,00,000 a year",Data modeling in Einstein Analytics with the Understanding of Salesforce objects and relationships. Custom Report and Dashboard Development using Einstein.,0,,2574000,1716000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,299,Opasa Software Services India pvt. Ltd,10,Salesforce Technical Architect,2860000,"₹20,00,000 a year","Should have at least 10+ years of experience,. Salesforce Solution Architect (experience 3+ years); Salesforce Development (experience 4+ years);",0,,2860000,2860000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,300,Infotribo Technologies Pvt Ltd,5,Salesforce Developer,1211931.4,"₹6,11,095 - ₹11,60,835 a year","Interact directly with our customers and the Summit Technologies team, including consultants, project managers, business analysts, architects and sales reps to…",0,,1659994.05,763868.75,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,301,Suvizion Infotech,5,Salesforce Developer,1430000,"₹10,00,000 a year",Min 6+ years' relevant experience implementing and configuring. Experience and knowledge of Lightning Design System / LWC is a must.,0,,1430000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
303,303,Shan Corporate-Client,10,Salesforce Technical/Proect Manager,3074500,"₹18,00,000 - ₹25,00,000 a year","Salesforce Classic and Lightning with good in Cloud. Prior experience as a project Manager, Lead or Architect. Minimum 12 years of experience.",0,,3575000,2574000,Noida, Uttar Pradesh,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
304,304,Brighture IT,10,Salesforce Technical Architect,1680000,"₹5,00,000 - ₹20,00,000 a year","Salesforce datatools: 4 years (Preferred). Job Location: Coimbatore,Bangalore Job Id: Tri002. SFDC Architect is responsible for all technical aspects of…",0,,2860000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,305,Brighture IT,7,Salesforce Technical Architect,965000,"₹5,00,000 - ₹10,00,000 a year",Technical architect: 2 years (Preferred). Enterprise architect (ecommerce): 8 years (Preferred). Provide Technical leadership to implement eCommerce…,0,,1430000,500000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
306,306,Tekeinstein Software Solution,10,Salesforce Technical Architect,2050311.335,"₹7,96,738 - ₹21,71,119 a year","Excellent opportunity to work with Us. Budget: Best in the industry. Consult with customers on technical and business challenges related to marketing efforts,…",0,,3104700.17,995922.5,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
